day,pressure ,maxtemp,temparature,mintemp,dewpoint,humidity ,cloud ,rainfall,sunshine,         winddirection,windspeed,agriculture_suitability,flood_occurence,intensity,advisory
4,1008.3,33.3,29.4,26.8,24.1,74,29,no,171.9,10,4.4,25,45,6.54,"High rainfall, consider drainage systems"
5,1006.1,33.3,29.6,27.6,24.4,74,27,no,172.9,220,8.7,48,96,6.39,"High rainfall, consider drainage systems"
6,1005.3,33.1,30.1,27.8,24.2,72,29,no,173.9,220,6.1,94,47,4.27,"High rainfall, consider drainage systems"
7,1003.4,33.3,30.7,28.2,24.9,72,40,no,174.9,290,10.9,43,90,3.83,"Moderate rainfall, suitable for most crops"
8,998.5,36.3,32.4,30,24,62,55,no,175.9,290,17.2,95,84,3.81,"Moderate rainfall, suitable for most crops"
9,998.5,34.7,31,26.9,24.8,71,80,yes,176.9,220,26.4,29,39,5.19,"High rainfall, consider drainage systems"
10,1004.5,30.6,28.1,25.1,25.2,85,88,yes,177.9,230,20.2,59,13,6.58,"High rainfall, consider drainage systems"
11,1007.3,32.8,29.2,26.3,25.4,81,77,yes,178.9,220,13.9,74,90,4.39,"High rainfall, consider drainage systems"
12,1007.9,33.7,30,27.8,25.8,79,78,yes,179.9,220,11.9,98,88,4.18,"High rainfall, consider drainage systems"
13,1007.9,29.6,28,26.4,25.6,87,84,yes,180.9,230,22.9,71,84,2.9,"Moderate rainfall, suitable for most crops"
14,1007.4,28.8,26.9,25.6,25.1,90,88,yes,181.9,210,12.9,90,25,0.33,"Low rainfall, consider irrigation techniques"
15,1008.5,28.6,27,24.9,25,89,88,yes,182.9,220,14.2,99,54,6.51,"High rainfall, consider drainage systems"
16,1008.5,31.2,29.2,26.9,26.5,86,88,yes,183.9,230,18,51,32,3.77,"Moderate rainfall, suitable for most crops"
17,1008.2,32.4,29.9,28.3,26.6,83,81,yes,184.9,230,20.5,84,50,0.99,"Low rainfall, consider irrigation techniques"
18,1008,33.8,30.2,28.4,25.8,78,67,yes,185.9,220,18.1,95,62,1.97,"Moderate rainfall, suitable for most crops"
19,1007.7,32.8,30.1,28.1,25.7,77,59,no,186.9,230,16.6,82,41,7.14,"High rainfall, consider drainage systems"
20,1006.3,31.2,29.1,26.8,26.1,84,67,yes,187.9,270,6.9,62,60,1.11,"Low rainfall, consider irrigation techniques"
21,1002.2,33.4,30,26.9,25.5,77,70,no,188.9,350,13.6,81,75,3.89,"Moderate rainfall, suitable for most crops"
22,1000.1,32,30.2,28.4,24.4,71,48,yes,189.9,10,12,76,38,6.31,"High rainfall, consider drainage systems"
23,1000,32.9,30.6,28,24.2,69,30,yes,190.9,220,11.7,48,37,4.98,"High rainfall, consider drainage systems"
24,1002.4,33.2,30.7,28.3,24.3,70,48,no,191.9,10,11,62,34,3.66,"Moderate rainfall, suitable for most crops"
25,1005.5,34.4,30.6,27.9,23.2,65,22,no,192.9,10,10.7,80,19,2.7,"Moderate rainfall, suitable for most crops"
26,1008.1,31.7,28.9,27.8,25.3,81,78,yes,193.9,40,16.4,74,59,3.93,"Moderate rainfall, suitable for most crops"
27,1008.1,32.4,29,27,25,79,75,no,194.9,200,12,99,9,3.6,"Moderate rainfall, suitable for most crops"
28,1006.5,31.2,28.3,26.9,24.4,79,84,yes,195.9,210,8.9,78,44,2.74,"Moderate rainfall, suitable for most crops"
29,1006.2,29.6,27.8,26.5,24.8,84,87,yes,196.9,230,11,94,30,5.57,"High rainfall, consider drainage systems"
30,1006.8,27.9,26.6,25.8,25.2,92,88,yes,197.9,220,5.9,71,60,5.36,"High rainfall, consider drainage systems"
31,1007.4,29,27.4,25.8,25,87,88,yes,198.9,40,5.7,91,36,4.51,"High rainfall, consider drainage systems"
1,1007.8,28.9,27.4,25.7,25.4,89,87,yes,199.9,50,8.6,95,58,4.08,"High rainfall, consider drainage systems"
2,1010.9,27.7,25.8,24.5,24.8,94,88,yes,200.9,110,16.5,58,28,3.61,"Moderate rainfall, suitable for most crops"
3,1013,29,27.6,25.8,25.8,90,87,yes,201.9,60,18.2,31,62,5.01,"High rainfall, consider drainage systems"
4,1013.1,32.9,29.1,27,25.7,82,60,no,202.9,80,9.8,37,22,4.06,"High rainfall, consider drainage systems"
5,1011.1,31.9,29.3,27.2,24.8,78,38,no,203.9,220,11.7,92,57,5.01,"High rainfall, consider drainage systems"
6,1008.1,32.3,29.6,27.8,25.6,79,43,no,204.9,240,24.9,78,1,6.81,"High rainfall, consider drainage systems"
7,1007.2,29.6,28.3,26.7,25.9,87,82,yes,205.9,250,21.3,88,82,0.03,"Low rainfall, consider irrigation techniques"
8,1009.4,30.7,27.9,26.4,23.1,75,60,no,206.9,60,29,41,15,1.71,"Moderate rainfall, suitable for most crops"
9,1012,31.2,28.2,26.5,23,74,44,yes,207.9,70,26.2,87,69,2.3,"Moderate rainfall, suitable for most crops"
10,1012.7,31.3,28.1,26.5,23.2,75,47,no,208.9,60,24.5,35,63,7.49,"High rainfall, consider drainage systems"
11,1011.1,31,28.1,26.8,23.7,77,46,yes,209.9,100,21.4,56,53,6.72,"High rainfall, consider drainage systems"
12,1011.5,30.5,27.9,26.2,23.2,76,66,yes,210.9,90,22.6,96,76,3.57,"Moderate rainfall, suitable for most crops"
13,1013,31.2,28,25.8,21.4,68,49,no,211.9,50,39.9,43,20,7.28,"High rainfall, consider drainage systems"
14,1012.2,31.4,28,25.9,22.1,71,46,no,212.9,60,41.3,60,79,6.53,"High rainfall, consider drainage systems"
15,1011.3,31.9,28.6,26.5,23.1,73,60,no,213.9,70,39.5,50,56,2.8,"Moderate rainfall, suitable for most crops"
16,1011.9,31,28.1,26.9,24.5,81,86,yes,214.9,70,32.2,43,51,5.28,"High rainfall, consider drainage systems"
17,1014.6,30.6,28.2,27.1,24.2,79,72,yes,215.9,70,27.4,34,31,0.5,"Low rainfall, consider irrigation techniques"
18,1015,31.8,28.5,26.8,24,77,47,yes,216.9,70,14.5,38,64,7.03,"High rainfall, consider drainage systems"
19,1012.2,30.6,28.3,26.8,24.3,79,67,no,217.9,180,8.1,62,6,4.11,"High rainfall, consider drainage systems"
20,1009.3,31.1,28.7,27.1,24.5,78,74,yes,218.9,200,14.5,37,3,6.55,"High rainfall, consider drainage systems"
21,1008.6,28.7,27.4,25.5,23.8,81,88,yes,219.9,190,11.9,32,26,3.22,"Moderate rainfall, suitable for most crops"
22,1009.9,31,28.1,26.3,25.5,86,67,yes,220.9,110,14.8,73,66,5.74,"High rainfall, consider drainage systems"
23,1009.1,32,28.9,27.3,25.3,81,40,yes,221.9,110,10.2,33,42,4.92,"High rainfall, consider drainage systems"
24,1006.7,32,29.3,27.4,24.7,77,23,no,222.9,230,17.3,98,22,1.96,"Moderate rainfall, suitable for most crops"
25,1004.9,32.2,29.7,28.1,25.3,78,38,no,223.9,230,20.5,26,80,5.19,"High rainfall, consider drainage systems"
26,1006.7,32.2,28.7,26.9,26.3,87,71,yes,224.9,90,14,42,51,1.92,"Moderate rainfall, suitable for most crops"
27,1008.2,30.2,27.8,26.5,25,85,81,yes,225.9,90,15.1,79,65,2.68,"Moderate rainfall, suitable for most crops"
28,1006.7,32.8,29,25.8,20.6,61,30,no,226.9,10,16.4,49,75,3.84,"Moderate rainfall, suitable for most crops"
29,1005.6,31.3,29.7,27.4,20,56,53,no,227.9,230,15.5,33,78,5.51,"High rainfall, consider drainage systems"
30,1011,32.7,29.8,28.2,24.8,75,78,yes,228.9,140,12.7,89,8,1.22,"Low rainfall, consider irrigation techniques"
1,1013,31.7,28.8,26.4,25.3,81,84,yes,229.9,30,7.9,65,11,0.22,"Low rainfall, consider irrigation techniques"
2,1012.4,31.6,27.9,26.5,23.1,76,82,yes,230.9,10,30.6,96,18,4.19,"High rainfall, consider drainage systems"
3,1011.7,29.7,26.8,24.2,23.7,83,88,yes,231.9,60,52.8,47,42,4.17,"High rainfall, consider drainage systems"
4,1013.2,27.8,26.7,24.9,25.2,92,95,yes,232.9,120,50.7,27,64,1.88,"Moderate rainfall, suitable for most crops"
5,1015.2,27.8,26.7,25.4,25.4,93,88,yes,233.9,100,37,74,2,6.82,"High rainfall, consider drainage systems"
6,1014.1,26.8,26,25.3,25.4,97,86,yes,234.9,100,30.4,59,92,5.8,"High rainfall, consider drainage systems"
7,1012.7,27.6,26.4,25,25,92,85,yes,235.9,140,12.5,43,90,4.08,"High rainfall, consider drainage systems"
8,1010.5,30,27.8,26.1,23.1,76,54,no,236.9,300,13,35,61,2.99,"Moderate rainfall, suitable for most crops"
9,1011.3,29.4,26.8,24.8,20.9,70,45,yes,237.9,20,20.4,85,5,6.43,"High rainfall, consider drainage systems"
10,1013.7,26.6,24.3,21.1,19.9,77,85,yes,238.9,20,30.2,72,98,2.5,"Moderate rainfall, suitable for most crops"
11,1018,22.1,20.5,18.5,16.6,78,88,yes,239.9,20,38.3,74,14,0.36,"Low rainfall, consider irrigation techniques"
12,1019,24.9,23.1,21,16.8,67,88,yes,240.9,50,28.2,81,35,0.54,"Low rainfall, consider irrigation techniques"
13,1018.7,27.8,25.1,23.3,19.1,70,68,yes,241.9,70,32.4,82,64,5.43,"High rainfall, consider drainage systems"
14,1017.4,28.2,25,23.1,20.1,75,51,no,242.9,70,23.9,80,24,3.4,"Moderate rainfall, suitable for most crops"
15,1015.2,28.7,25.2,23.1,20.7,76,19,no,243.9,90,14.1,49,25,4.77,"High rainfall, consider drainage systems"
16,1013.8,29.4,25.8,23.3,20.4,73,20,no,244.9,30,9.9,95,65,7.92,"High rainfall, consider drainage systems"
17,1013.4,30.8,26.2,23.6,19.5,69,17,no,245.9,70,12.4,47,100,1.74,"Moderate rainfall, suitable for most crops"
18,1012.5,29.1,25.5,23.5,19.3,70,43,no,246.9,60,8.9,88,83,7.76,"High rainfall, consider drainage systems"
19,1010.2,28.2,25.3,23.1,16.7,59,79,no,247.9,20,17.3,33,74,3.04,"Moderate rainfall, suitable for most crops"
20,1008.3,29.1,26.2,23.8,17.3,58,78,no,248.9,10,17.2,35,38,7.22,"High rainfall, consider drainage systems"
21,1010.2,29.2,26.4,24.3,19.3,65,64,yes,249.9,10,13.2,64,43,4.42,"High rainfall, consider drainage systems"
22,1012,30.6,27,25.3,20.9,70,48,no,250.9,120,9.2,51,1,1.2,"Low rainfall, consider irrigation techniques"
23,1013,30.7,27,24.8,21.6,73,50,no,251.9,80,9.9,53,86,7.45,"High rainfall, consider drainage systems"
24,1015,29.6,26.8,24.9,22.1,76,61,yes,252.9,80,19.7,88,72,0.15,"Low rainfall, consider irrigation techniques"
25,1016.8,26.6,25.9,25.4,21.7,77,77,yes,253.9,80,37.5,35,52,2.57,"Moderate rainfall, suitable for most crops"
26,1016.8,26.2,25.4,24.5,22.3,83,81,yes,254.9,80,28.9,81,93,3.59,"Moderate rainfall, suitable for most crops"
27,1015.6,30.1,26.5,24.3,22.1,77,48,no,255.9,60,10.3,31,93,5.37,"High rainfall, consider drainage systems"
28,1017,29.2,26.7,25.5,23.3,82,46,yes,256.9,110,15.8,100,26,7.51,"High rainfall, consider drainage systems"
29,1018.2,28.4,26.4,25.5,22.9,81,61,yes,257.9,90,24.2,88,95,2.17,"Moderate rainfall, suitable for most crops"
30,1017.8,29.6,26.7,25.3,23.1,81,53,no,258.9,100,16.5,98,54,6.75,"High rainfall, consider drainage systems"
31,1020.4,27.2,25.6,24.4,21.6,79,66,yes,259.9,80,40.8,39,90,1.03,"Low rainfall, consider irrigation techniques"
1,1020.9,24.5,22.9,20.5,17.8,73,61,no,260.9,20,29.6,76,31,0.92,"Low rainfall, consider irrigation techniques"
2,1019.8,26,22.6,19.7,16,67,72,yes,261.9,20,22.5,26,100,4.35,"High rainfall, consider drainage systems"
3,1019.5,25.8,23.7,22.3,18.8,74,82,yes,262.9,70,32.9,52,80,1.49,"Low rainfall, consider irrigation techniques"
4,1018.1,26.6,24.7,23.1,20.4,77,83,yes,263.9,80,29.8,87,54,1.05,"Low rainfall, consider irrigation techniques"
5,1016.1,28.2,25.8,24.5,22,80,82,yes,264.9,70,28.3,44,32,0.23,"Low rainfall, consider irrigation techniques"
6,1015.6,26.3,25.5,24.7,22.4,83,81,yes,265.9,80,30.2,90,45,0.83,"Low rainfall, consider irrigation techniques"
7,1016.3,28.4,26.2,25.2,23.4,85,87,yes,266.9,80,24.8,52,13,6.08,"High rainfall, consider drainage systems"
8,1016.4,28.7,26.5,25.5,23.6,84,70,yes,267.9,70,18,37,64,1.69,"Moderate rainfall, suitable for most crops"
9,1015.8,30.3,26.7,24.8,23.3,82,58,yes,268.9,50,12.8,31,86,7.25,"High rainfall, consider drainage systems"
10,1016.9,25.9,24.9,24,21.4,81,88,yes,269.9,80,46.3,42,96,5.78,"High rainfall, consider drainage systems"
11,1017.7,25.4,23.8,22.6,20.6,82,85,yes,270.9,80,43.8,89,61,6.69,"High rainfall, consider drainage systems"
12,1017.3,24.2,23.9,23.6,21.1,84,88,yes,271.9,80,41.4,34,79,1.92,"Moderate rainfall, suitable for most crops"
13,1015.2,25.3,23.3,21,22.1,92,86,yes,272.9,80,29.7,43,38,1.57,"Moderate rainfall, suitable for most crops"
14,1014.5,26.9,24.3,22.3,21.2,83,74,yes,273.9,30,13.8,95,55,2.41,"Moderate rainfall, suitable for most crops"
15,1015.2,24.8,24.2,23.5,22.3,89,84,yes,274.9,80,35.8,96,64,5.36,"High rainfall, consider drainage systems"
16,1013.7,25.9,24.8,23.6,23.5,93,74,yes,275.9,80,25.5,70,74,1.01,"Low rainfall, consider irrigation techniques"
17,1013.9,27.2,25.5,24.4,23.8,90,51,no,276.9,80,17.2,31,30,4.1,"High rainfall, consider drainage systems"
18,1016,29.1,26.1,24.1,23.2,84,20,no,277.9,80,7.9,68,45,0.96,"Low rainfall, consider irrigation techniques"
19,1017,28.5,25.9,24.5,22.9,84,58,yes,278.9,70,22.1,50,89,5.41,"High rainfall, consider drainage systems"
20,1017.2,25.9,24.8,24.4,21.6,82,73,yes,279.9,80,30.6,99,71,1.77,"Moderate rainfall, suitable for most crops"
21,1017,26,24.8,23.9,21.1,80,83,no,280.9,70,40.4,82,85,6.54,"High rainfall, consider drainage systems"
22,1017.1,27.6,25.4,24,21.3,78,65,yes,281.9,80,29.2,56,33,5.48,"High rainfall, consider drainage systems"
23,1016.7,28.4,25.4,23.7,21.2,78,47,no,282.9,90,19.6,80,90,7.95,"High rainfall, consider drainage systems"
24,1016.7,26.6,24.5,23.3,19.8,76,35,yes,283.9,70,31.2,87,43,4.58,"High rainfall, consider drainage systems"
25,1017.7,25.3,22.6,18.2,16.8,70,44,no,284.9,20,28.6,99,80,3,"Moderate rainfall, suitable for most crops"
26,1020.6,21.2,18.2,15.8,7.8,52,46,no,285.9,20,34.3,53,25,6.16,"High rainfall, consider drainage systems"
27,1022.4,20.4,18.4,15.3,9.7,57,44,no,286.9,60,39.3,85,70,5.39,"High rainfall, consider drainage systems"
28,1022.5,22.9,20.8,19.2,15,70,49,no,287.9,70,34,90,39,6.91,"High rainfall, consider drainage systems"
29,1021.2,24.1,22.1,20.3,17.4,75,40,no,288.9,60,16,40,88,0.14,"Low rainfall, consider irrigation techniques"
30,1018.9,25.2,22.4,20.4,17.7,75,56,yes,289.9,100,15.7,51,83,2.74,"Moderate rainfall, suitable for most crops"
1,1017.6,25.1,22.9,22,19,79,85,no,290.9,70,25,75,28,2.14,"Moderate rainfall, suitable for most crops"
2,1017.1,25,23.3,22.2,19.6,80,69,yes,291.9,70,15.9,43,9,1.42,"Low rainfall, consider irrigation techniques"
3,1019.4,22.3,20.8,19.6,16.5,77,93,yes,292.9,20,27.9,51,98,3.83,"Moderate rainfall, suitable for most crops"
4,1021.1,21,19.5,18.4,14.9,75,88,yes,293.9,50,37.9,54,68,2.95,"Moderate rainfall, suitable for most crops"
5,1018.4,20.3,18.4,15.7,15.8,85,91,yes,294.9,70,41.3,78,70,2.39,"Moderate rainfall, suitable for most crops"
6,1021.3,18.1,16.6,15.4,12.2,76,91,yes,295.9,10,28.4,27,39,5.93,"High rainfall, consider drainage systems"
7,1023.1,19.3,17.3,15.4,12.1,72,86,no,296.9,10,21.8,76,9,4.69,"High rainfall, consider drainage systems"
8,1022.2,19,18,17,14.1,78,90,yes,297.9,30,28.5,77,23,4.3,"High rainfall, consider drainage systems"
9,1016.8,18.9,17.7,16.9,16.8,95,95,yes,298.9,60,35.1,44,13,0.93,"Low rainfall, consider irrigation techniques"
10,1015.5,20.9,19.3,17.6,16.8,86,80,yes,299.9,20,10.2,48,45,5.68,"High rainfall, consider drainage systems"
11,1016.4,23,19.9,17.9,15.5,76,72,no,300.9,60,20.7,96,61,6.84,"High rainfall, consider drainage systems"
12,1016.2,20.7,20,19.4,17.1,83,88,no,301.9,70,39.5,41,39,0.97,"Low rainfall, consider irrigation techniques"
13,1016.4,21,20.4,19.7,17.8,85,83,yes,302.9,70,30.3,86,54,1.21,"Low rainfall, consider irrigation techniques"
14,1016.6,21.3,20.4,19.1,17.3,82,84,yes,303.9,50,20.3,77,34,4.51,"High rainfall, consider drainage systems"
15,1019,20.4,18.4,16,12.6,69,70,yes,304.9,10,26.8,96,98,1.89,"Moderate rainfall, suitable for most crops"
16,1022.5,17.2,15.2,13.4,4.3,49,11,no,305.9,10,48,98,28,6.15,"High rainfall, consider drainage systems"
17,1025.9,15.2,13.2,11.5,-0.4,39,25,no,306.9,20,35.6,97,25,4.07,"High rainfall, consider drainage systems"
18,1026.4,16.5,13.9,11.3,3.1,48,11,no,307.9,40,25.2,84,50,6.21,"High rainfall, consider drainage systems"
19,1025.4,18.2,16.2,13.8,8.7,62,71,no,308.9,30,29,38,96,0.58,"Low rainfall, consider irrigation techniques"
20,1022.5,18.6,17.6,17,12.9,75,88,yes,309.9,40,19,70,75,4.08,"High rainfall, consider drainage systems"
21,1021.3,21.1,19.4,17.1,16.2,82,87,yes,310.9,50,22.5,53,31,1.27,"Low rainfall, consider irrigation techniques"
22,1020.3,20.6,19.9,18.7,17.6,87,88,yes,311.9,60,27.3,61,4,1.16,"Low rainfall, consider irrigation techniques"
23,1017.8,22.3,21.1,19.8,19.6,91,79,yes,312.9,40,15,83,38,5.54,"High rainfall, consider drainage systems"
24,1016.8,24.7,22.3,21.1,20.7,91,70,yes,313.9,40,9.4,36,67,2.16,"Moderate rainfall, suitable for most crops"
25,1020.4,21.4,18.2,16.1,13.5,75,89,yes,314.9,10,27.6,88,98,6.49,"High rainfall, consider drainage systems"
26,1020.6,19.7,17.9,16.9,13.3,74,87,no,315.9,30,21.6,89,98,7.4,"High rainfall, consider drainage systems"
27,1022.7,18.8,17.7,16.9,15,84,90,yes,316.9,30,18.4,53,33,3.57,"Moderate rainfall, suitable for most crops"
28,1026.6,18.6,17.3,16.3,12.8,75,85,yes,317.9,20,25.9,85,79,2.49,"Moderate rainfall, suitable for most crops"
29,1025.9,18.9,17.7,16.4,13.3,75,78,yes,318.9,70,33.4,25,74,3.89,"Moderate rainfall, suitable for most crops"
30,1025.3,19.2,17.3,15.2,13.3,78,86,yes,319.9,20,20.9,56,97,1.8,"Moderate rainfall, suitable for most crops"
31,1026.4,20.5,17.8,15.5,13,74,66,no,320.9,20,23.3,30,42,0.7,"Low rainfall, consider irrigation techniques"
